,scheme,N_dt,result
126,simulate_heston_euler,90,16.67335667648148
127,simulate_heston_euler,90,16.665958110949102
128,simulate_heston_euler,90,16.658370231611713
129,simulate_heston_euler,90,16.660225926396507
130,simulate_heston_euler,90,16.663576862545575
131,simulate_heston_euler,90,16.649254827198767
132,simulate_heston_euler,90,16.689228081266073
133,simulate_heston_euler,90,16.662378791454223
134,simulate_heston_euler,90,16.68534127491483
135,simulate_heston_euler,90,16.653370025771
136,simulate_heston_euler,90,16.674472151197662
137,simulate_heston_euler,90,16.660985362662743
138,simulate_heston_euler,90,16.68133209295243
139,simulate_heston_euler,90,16.681421915679817
140,simulate_heston_euler,100,16.652110647439002
141,simulate_heston_euler,100,16.675744684494802
142,simulate_heston_euler,100,16.663744263600247
143,simulate_heston_euler,100,16.664137827451825
144,simulate_heston_euler,100,16.664466223457215
145,simulate_heston_euler,100,16.673390201382922
146,simulate_heston_euler,100,16.68996789345234
147,simulate_heston_euler,100,16.664540781307835
148,simulate_heston_euler,100,16.67522726915574
149,simulate_heston_euler,100,16.694440358208876
150,simulate_heston_euler,100,16.671539636455705
151,simulate_heston_euler,100,16.678270484097233
152,simulate_heston_euler,100,16.6769248338122
153,simulate_heston_euler,100,16.687436388493772
154,simulate_heston_euler,100,16.6800158287729
155,simulate_heston_euler,100,16.67070854723158
156,simulate_heston_euler,100,16.67387091845412
157,simulate_heston_euler,100,16.65427228730778
158,simulate_heston_euler,100,16.681397438314676
159,simulate_heston_euler,100,16.669609916150154
160,simulate_heston_euler,110,16.66191721189166
161,simulate_heston_euler,110,16.668403697775638
162,simulate_heston_euler,110,16.677499765941555
163,simulate_heston_euler,110,16.684778382448815
164,simulate_heston_euler,110,16.672438108600225
165,simulate_heston_euler,110,16.669970046399058
166,simulate_heston_euler,110,16.660173497327627
167,simulate_heston_euler,110,16.672406201866266
168,simulate_heston_euler,110,16.664402677217225
169,simulate_heston_euler,110,16.66818286253847
170,simulate_heston_euler,110,16.6671944404217
171,simulate_heston_euler,110,16.670086527231465
172,simulate_heston_euler,110,16.66145105617633
173,simulate_heston_euler,110,16.674702396993705
174,simulate_heston_euler,110,16.672281591085127
175,simulate_heston_euler,110,16.67361488365812
176,simulate_heston_euler,110,16.652753842071267
177,simulate_heston_euler,110,16.676723886421197
178,simulate_heston_euler,110,16.672424189671666
179,simulate_heston_euler,110,16.689416288686196
180,simulate_heston_andersen_qe,30,16.642838967654587
181,simulate_heston_andersen_qe,30,16.64726069401515
182,simulate_heston_andersen_qe,30,16.636449049242113
183,simulate_heston_andersen_qe,30,16.640677219306294
184,simulate_heston_andersen_qe,30,16.6356249292068
185,simulate_heston_andersen_qe,30,16.64727118748254
186,simulate_heston_andersen_qe,30,16.62950354699759
187,simulate_heston_andersen_qe,30,16.64173627452732
188,simulate_heston_andersen_qe,30,16.629600410030225
189,simulate_heston_andersen_qe,30,16.631120608277676
190,simulate_heston_andersen_qe,30,16.608166023856167
191,simulate_heston_andersen_qe,30,16.615913126146122
192,simulate_heston_andersen_qe,30,16.64684111937853
193,simulate_heston_andersen_qe,30,16.639423856249028
194,simulate_heston_andersen_qe,30,16.648922335625983
195,simulate_heston_andersen_qe,30,16.63446099151656
196,simulate_heston_andersen_qe,30,16.621026647251007
197,simulate_heston_andersen_qe,30,16.63397043450408
198,simulate_heston_andersen_qe,30,16.631450092660412
199,simulate_heston_andersen_qe,30,16.657697733931194
200,simulate_heston_andersen_qe,40,16.65314740532791
201,simulate_heston_andersen_qe,40,16.641065747360564
202,simulate_heston_andersen_qe,40,16.667530392381824
203,simulate_heston_andersen_qe,40,16.64196212443576
204,simulate_heston_andersen_qe,40,16.636074146246024
205,simulate_heston_andersen_qe,40,16.633634811119695
206,simulate_heston_andersen_qe,40,16.645122295587782
207,simulate_heston_andersen_qe,40,16.64802298771744
208,simulate_heston_andersen_qe,40,16.643194953407733
209,simulate_heston_andersen_qe,40,16.655806034158957
210,simulate_heston_andersen_qe,40,16.63877287460891
211,simulate_heston_andersen_qe,40,16.664230596529908
212,simulate_heston_andersen_qe,40,16.647582783015185
213,simulate_heston_andersen_qe,40,16.652521163814754
214,simulate_heston_andersen_qe,40,16.664480186691904
215,simulate_heston_andersen_qe,40,16.655643956747053
216,simulate_heston_andersen_qe,40,16.629986817610742
217,simulate_heston_andersen_qe,40,16.66053008443507
218,simulate_heston_andersen_qe,40,16.649156828354737
219,simulate_heston_andersen_qe,40,16.65411931058138
220,simulate_heston_andersen_qe,50,16.65712938413065
221,simulate_heston_andersen_qe,50,16.649849693262205
222,simulate_heston_andersen_qe,50,16.65959535224531
223,simulate_heston_andersen_qe,50,16.655903427644276
224,simulate_heston_andersen_qe,50,16.669959991285562
225,simulate_heston_andersen_qe,50,16.658564127084887
226,simulate_heston_andersen_qe,50,16.649403743947584
227,simulate_heston_andersen_qe,50,16.65894213157237
228,simulate_heston_andersen_qe,50,16.664066069093618
229,simulate_heston_andersen_qe,50,16.653621704202177
230,simulate_heston_andersen_qe,50,16.665996185162705
231,simulate_heston_andersen_qe,50,16.684558603366217
232,simulate_heston_andersen_qe,50,16.677981695657856
233,simulate_heston_andersen_qe,50,16.631024597478866
234,simulate_heston_andersen_qe,50,16.671939172969434
235,simulate_heston_andersen_qe,50,16.641225151703022
236,simulate_heston_andersen_qe,50,16.659353902476784
237,simulate_heston_andersen_qe,50,16.64677124622867
238,simulate_heston_andersen_qe,50,16.671539753285224
239,simulate_heston_andersen_qe,50,16.67075066880753
240,simulate_heston_andersen_qe,60,16.66668658851178
241,simulate_heston_andersen_qe,60,16.66947020365489
242,simulate_heston_andersen_qe,60,16.662065633843433
243,simulate_heston_andersen_qe,60,16.670523822823686
244,simulate_heston_andersen_qe,60,16.678122673341228
245,simulate_heston_andersen_qe,60,16.683863581352778
246,simulate_heston_andersen_qe,60,16.676922917175215
247,simulate_heston_andersen_qe,60,16.67930518225896
248,simulate_heston_andersen_qe,60,16.6729170704893
249,simulate_heston_andersen_qe,60,16.66594958625789
250,simulate_heston_andersen_qe,60,16.66337094748548
251,simulate_heston_andersen_qe,60,16.66671893588814
252,simulate_heston_andersen_qe,60,16.660197665931342
253,simulate_heston_andersen_qe,60,16.657731589860994
254,simulate_heston_andersen_qe,60,16.663702619239526
255,simulate_heston_andersen_qe,60,16.660668335537384
256,simulate_heston_andersen_qe,60,16.66490423147677
257,simulate_heston_andersen_qe,60,16.68203783729003
258,simulate_heston_andersen_qe,60,16.643078584794015
259,simulate_heston_andersen_qe,60,16.676023705977844
260,simulate_heston_andersen_qe,70,16.677596852265538
261,simulate_heston_andersen_qe,70,16.676454038170572
262,simulate_heston_andersen_qe,70,16.673225361199897
263,simulate_heston_andersen_qe,70,16.684118136632463
264,simulate_heston_andersen_qe,70,16.673107629864052
265,simulate_heston_andersen_qe,70,16.676061984740656
266,simulate_heston_andersen_qe,70,16.680569260212227
267,simulate_heston_andersen_qe,70,16.659503960885072
268,simulate_heston_andersen_qe,70,16.665676902113038
269,simulate_heston_andersen_qe,70,16.697803724359005
270,simulate_heston_andersen_qe,70,16.679680483493165
271,simulate_heston_andersen_qe,70,16.656509944361083
272,simulate_heston_andersen_qe,70,16.6726527382176
273,simulate_heston_andersen_qe,70,16.661698996927306
274,simulate_heston_andersen_qe,70,16.656442734757707
275,simulate_heston_andersen_qe,70,16.70531049003858
276,simulate_heston_andersen_qe,70,16.687636304276023
277,simulate_heston_andersen_qe,70,16.677892660800048
278,simulate_heston_andersen_qe,70,16.67596899840737
279,simulate_heston_andersen_qe,70,16.661700479800437
280,simulate_heston_andersen_qe,80,16.679300143881278
281,simulate_heston_andersen_qe,80,16.682268214266884
282,simulate_heston_andersen_qe,80,16.663515544618395
283,simulate_heston_andersen_qe,80,16.683664099893065
284,simulate_heston_andersen_qe,80,16.681733322030905
285,simulate_heston_andersen_qe,80,16.670540059033137
286,simulate_heston_andersen_qe,80,16.692487878118193
287,simulate_heston_andersen_qe,80,16.66749888759165
288,simulate_heston_andersen_qe,80,16.67883450593779
289,simulate_heston_andersen_qe,80,16.690170753434067
290,simulate_heston_andersen_qe,80,16.658218813909595
291,simulate_heston_andersen_qe,80,16.663933245628403
292,simulate_heston_andersen_qe,80,16.690441312436864
293,simulate_heston_andersen_qe,80,16.69291411718178
294,simulate_heston_andersen_qe,80,16.67578085526161
295,simulate_heston_andersen_qe,80,16.667289249487816
296,simulate_heston_andersen_qe,80,16.679945067368358
297,simulate_heston_andersen_qe,80,16.682362113947644
298,simulate_heston_andersen_qe,80,16.666906714692274
299,simulate_heston_andersen_qe,80,16.667250263367446
300,simulate_heston_andersen_qe,90,16.668560990804863
301,simulate_heston_andersen_qe,90,16.685598783331233
302,simulate_heston_andersen_qe,90,16.674277898967382
303,simulate_heston_andersen_qe,90,16.681681993513905
304,simulate_heston_andersen_qe,90,16.66675655247634
305,simulate_heston_andersen_qe,90,16.679033142402933
306,simulate_heston_andersen_qe,90,16.66855061595307
307,simulate_heston_andersen_qe,90,16.690958871231544
308,simulate_heston_andersen_qe,90,16.677332179901533
309,simulate_heston_andersen_qe,90,16.703678161740456
310,simulate_heston_andersen_qe,90,16.686292454585768
311,simulate_heston_andersen_qe,90,16.691331984240207
312,simulate_heston_andersen_qe,90,16.677870295684258
313,simulate_heston_andersen_qe,90,16.66957741755293
314,simulate_heston_andersen_qe,90,16.66728784807022
315,simulate_heston_andersen_qe,90,16.686852900685263
316,simulate_heston_andersen_qe,90,16.68118563549015
317,simulate_heston_andersen_qe,90,16.673539283422905
318,simulate_heston_andersen_qe,90,16.689225997796783
319,simulate_heston_andersen_qe,90,16.684794162553647
320,simulate_heston_andersen_qe,100,16.67644517816931
321,simulate_heston_andersen_qe,100,16.690657932607184
322,simulate_heston_andersen_qe,100,16.691489806547402
323,simulate_heston_andersen_qe,100,16.67927004103814
324,simulate_heston_andersen_qe,100,16.679124966366874
325,simulate_heston_andersen_qe,100,16.667331362137535
326,simulate_heston_andersen_qe,100,16.683297817713648
327,simulate_heston_andersen_qe,100,16.6776159829731
328,simulate_heston_andersen_qe,100,16.690690829850123
329,simulate_heston_andersen_qe,100,16.670073272778136
330,simulate_heston_andersen_qe,100,16.69172003299612
331,simulate_heston_andersen_qe,100,16.704860767621106
332,simulate_heston_andersen_qe,100,16.670567352505707
333,simulate_heston_andersen_qe,100,16.677533698732734
334,simulate_heston_andersen_qe,100,16.675547797017074
335,simulate_heston_andersen_qe,100,16.671129018031994
336,simulate_heston_andersen_qe,100,16.696094540116466
337,simulate_heston_andersen_qe,100,16.688009538709018
338,simulate_heston_andersen_qe,100,16.676171681625778
339,simulate_heston_andersen_qe,100,16.686856233149854
340,simulate_heston_andersen_qe,110,16.681844610502104
341,simulate_heston_andersen_qe,110,16.689489812261538
342,simulate_heston_andersen_qe,110,16.68925656639301
343,simulate_heston_andersen_qe,110,16.673673388250347
344,simulate_heston_andersen_qe,110,16.684079903984802
345,simulate_heston_andersen_qe,110,16.6702899198704
346,simulate_heston_andersen_qe,110,16.70046796111082
347,simulate_heston_andersen_qe,110,16.68344909770043
348,simulate_heston_andersen_qe,110,16.697173033273057
349,simulate_heston_andersen_qe,110,16.689254278604245
350,simulate_heston_andersen_qe,110,16.67854924300721
351,simulate_heston_andersen_qe,110,16.684341678059194
352,simulate_heston_andersen_qe,110,16.68264594000527
353,simulate_heston_andersen_qe,110,16.665051806060877
354,simulate_heston_andersen_qe,110,16.668188149043093
355,simulate_heston_andersen_qe,110,16.685072908495524
356,simulate_heston_andersen_qe,110,16.67205340173699
357,simulate_heston_andersen_qe,110,16.67410413474245
358,simulate_heston_andersen_qe,110,16.68474282634176
359,simulate_heston_andersen_qe,110,16.678217707990218
360,simulate_heston_andersen_tg,30,16.65180627923899
361,simulate_heston_andersen_tg,30,16.65441369067557
362,simulate_heston_andersen_tg,30,16.638237972881782
363,simulate_heston_andersen_tg,30,16.665155660130935
364,simulate_heston_andersen_tg,30,16.668440712893904
365,simulate_heston_andersen_tg,30,16.65156299361494
366,simulate_heston_andersen_tg,30,16.664053919570623
367,simulate_heston_andersen_tg,30,16.634833231270587
368,simulate_heston_andersen_tg,30,16.64721515048596
369,simulate_heston_andersen_tg,30,16.6569953874403
370,simulate_heston_andersen_tg,30,16.6413635635714
371,simulate_heston_andersen_tg,30,16.63905066566915
372,simulate_heston_andersen_tg,30,16.648281425719034
373,simulate_heston_andersen_tg,30,16.648568727763674
374,simulate_heston_andersen_tg,30,16.64870454959235
375,simulate_heston_andersen_tg,30,16.658780746098618
376,simulate_heston_andersen_tg,30,16.6637106252095
377,simulate_heston_andersen_tg,30,16.674159794285803
378,simulate_heston_andersen_tg,30,16.633424971477087
379,simulate_heston_andersen_tg,30,16.67747584000958
380,simulate_heston_andersen_tg,40,16.673220326234627
381,simulate_heston_andersen_tg,40,16.6767801432495
382,simulate_heston_andersen_tg,40,16.671079696717637
383,simulate_heston_andersen_tg,40,16.66632082236314
384,simulate_heston_andersen_tg,40,16.655654682046503
385,simulate_heston_andersen_tg,40,16.67399905374316
386,simulate_heston_andersen_tg,40,16.68142073354421
387,simulate_heston_andersen_tg,40,16.67908719085001
388,simulate_heston_andersen_tg,40,16.677670324654805
389,simulate_heston_andersen_tg,40,16.67431954356764
390,simulate_heston_andersen_tg,40,16.66124615524274
391,simulate_heston_andersen_tg,40,16.647263363638665
392,simulate_heston_andersen_tg,40,16.672511850593676
393,simulate_heston_andersen_tg,40,16.677796208422865
394,simulate_heston_andersen_tg,40,16.666656726212967
395,simulate_heston_andersen_tg,40,16.661880715487307
396,simulate_heston_andersen_tg,40,16.677600213456493
397,simulate_heston_andersen_tg,40,16.662730527153162
398,simulate_heston_andersen_tg,40,16.689927349717472
399,simulate_heston_andersen_tg,40,16.68705890231653
400,simulate_heston_andersen_tg,50,16.666027380007396
401,simulate_heston_andersen_tg,50,16.698828432847066
402,simulate_heston_andersen_tg,50,16.693737828712205
403,simulate_heston_andersen_tg,50,16.684738869684132
404,simulate_heston_andersen_tg,50,16.666218803011866
405,simulate_heston_andersen_tg,50,16.68820680194007
406,simulate_heston_andersen_tg,50,16.68428387344197
407,simulate_heston_andersen_tg,50,16.677089797849984
408,simulate_heston_andersen_tg,50,16.6681708586433
409,simulate_heston_andersen_tg,50,16.66738140889932
410,simulate_heston_andersen_tg,50,16.6669616750046
411,simulate_heston_andersen_tg,50,16.68808951339285
412,simulate_heston_andersen_tg,50,16.669495903690304
413,simulate_heston_andersen_tg,50,16.679562535963985
414,simulate_heston_andersen_tg,50,16.658173454398668
415,simulate_heston_andersen_tg,50,16.694051233576925
416,simulate_heston_andersen_tg,50,16.678268369357472
417,simulate_heston_andersen_tg,50,16.67144360304162
418,simulate_heston_andersen_tg,50,16.675620034107897
419,simulate_heston_andersen_tg,50,16.669544467296866
420,simulate_heston_andersen_tg,60,16.68159303824484
421,simulate_heston_andersen_tg,60,16.677253208130054
422,simulate_heston_andersen_tg,60,16.67811300641253
423,simulate_heston_andersen_tg,60,16.686821204857473
424,simulate_heston_andersen_tg,60,16.706714817419936
425,simulate_heston_andersen_tg,60,16.674571705635845
426,simulate_heston_andersen_tg,60,16.685481926726744
427,simulate_heston_andersen_tg,60,16.676678653193346
428,simulate_heston_andersen_tg,60,16.677090601294594
429,simulate_heston_andersen_tg,60,16.678417816406995
430,simulate_heston_andersen_tg,60,16.712186894705006
431,simulate_heston_andersen_tg,60,16.69341269170527
432,simulate_heston_andersen_tg,60,16.68379683646424
433,simulate_heston_andersen_tg,60,16.679371382563236
434,simulate_heston_andersen_tg,60,16.68767121404888
435,simulate_heston_andersen_tg,60,16.67696829307027
436,simulate_heston_andersen_tg,60,16.700709730652
437,simulate_heston_andersen_tg,60,16.678657043925845
438,simulate_heston_andersen_tg,60,16.67575764358667
439,simulate_heston_andersen_tg,60,16.68656346091741
440,simulate_heston_andersen_tg,70,16.674605078052707
441,simulate_heston_andersen_tg,70,16.69428969454553
442,simulate_heston_andersen_tg,70,16.68095621862105
443,simulate_heston_andersen_tg,70,16.687023504077256
444,simulate_heston_andersen_tg,70,16.680499050761043
445,simulate_heston_andersen_tg,70,16.67301940517597
446,simulate_heston_andersen_tg,70,16.691312018919056
447,simulate_heston_andersen_tg,70,16.680748155531358
448,simulate_heston_andersen_tg,70,16.68669731733692
449,simulate_heston_andersen_tg,70,16.67882607452742
450,simulate_heston_andersen_tg,70,16.698383348149417
451,simulate_heston_andersen_tg,70,16.677342681459564
452,simulate_heston_andersen_tg,70,16.686498646965365
453,simulate_heston_andersen_tg,70,16.68497483121449
454,simulate_heston_andersen_tg,70,16.66859175690993
455,simulate_heston_andersen_tg,70,16.70233581808252
456,simulate_heston_andersen_tg,70,16.692649812903014
457,simulate_heston_andersen_tg,70,16.700268020914763
458,simulate_heston_andersen_tg,70,16.69145502415977
459,simulate_heston_andersen_tg,70,16.699304373069186
460,simulate_heston_andersen_tg,80,16.693295903701244
461,simulate_heston_andersen_tg,80,16.68683356480267
462,simulate_heston_andersen_tg,80,16.672438599426062
463,simulate_heston_andersen_tg,80,16.693883804709795
464,simulate_heston_andersen_tg,80,16.6991354965508
465,simulate_heston_andersen_tg,80,16.683712818062904
466,simulate_heston_andersen_tg,80,16.675846473402935
467,simulate_heston_andersen_tg,80,16.681654216475238
468,simulate_heston_andersen_tg,80,16.686931887943018
469,simulate_heston_andersen_tg,80,16.687414207577245
470,simulate_heston_andersen_tg,80,16.68939763994616
471,simulate_heston_andersen_tg,80,16.681483660256646
472,simulate_heston_andersen_tg,80,16.684966805349347
473,simulate_heston_andersen_tg,80,16.70599238681915
474,simulate_heston_andersen_tg,80,16.70435280496231
475,simulate_heston_andersen_tg,80,16.676711762832422
476,simulate_heston_andersen_tg,80,16.688431874881854
477,simulate_heston_andersen_tg,80,16.694208183055935
478,simulate_heston_andersen_tg,80,16.687480933270663
479,simulate_heston_andersen_tg,80,16.70535358191796
480,simulate_heston_andersen_tg,90,16.687879155623538
481,simulate_heston_andersen_tg,90,16.678496612402206
482,simulate_heston_andersen_tg,90,16.6865473070079
483,simulate_heston_andersen_tg,90,16.69525580354065
484,simulate_heston_andersen_tg,90,16.681258851118518
485,simulate_heston_andersen_tg,90,16.65872263066877
486,simulate_heston_andersen_tg,90,16.695315251102983
487,simulate_heston_andersen_tg,90,16.698048151231532
488,simulate_heston_andersen_tg,90,16.680966630644452
489,simulate_heston_andersen_tg,90,16.698297319362602
490,simulate_heston_andersen_tg,90,16.666289643733972
491,simulate_heston_andersen_tg,90,16.67580695958126
492,simulate_heston_andersen_tg,90,16.68568960036011
493,simulate_heston_andersen_tg,90,16.685633537522158
494,simulate_heston_andersen_tg,90,16.677998004509263
495,simulate_heston_andersen_tg,90,16.695040587990853
496,simulate_heston_andersen_tg,90,16.684993151642278
497,simulate_heston_andersen_tg,90,16.685705454431798
498,simulate_heston_andersen_tg,90,16.683723372534203
499,simulate_heston_andersen_tg,90,16.69960103662273
500,simulate_heston_andersen_tg,100,16.68457512925426
501,simulate_heston_andersen_tg,100,16.703886534530074
502,simulate_heston_andersen_tg,100,16.68361167215263
503,simulate_heston_andersen_tg,100,16.689854473560175
504,simulate_heston_andersen_tg,100,16.698374355641054
505,simulate_heston_andersen_tg,100,16.69311223616291
506,simulate_heston_andersen_tg,100,16.682686035132985
507,simulate_heston_andersen_tg,100,16.697186187223206
508,simulate_heston_andersen_tg,100,16.707344613790482
509,simulate_heston_andersen_tg,100,16.70031655583962
510,simulate_heston_andersen_tg,100,16.682738046225715
511,simulate_heston_andersen_tg,100,16.6913237723978
512,simulate_heston_andersen_tg,100,16.689943138796345
513,simulate_heston_andersen_tg,100,16.68008235587814
514,simulate_heston_andersen_tg,100,16.6893392114091
515,simulate_heston_andersen_tg,100,16.704601711680482
516,simulate_heston_andersen_tg,100,16.695539045541338
517,simulate_heston_andersen_tg,100,16.706219429758534
518,simulate_heston_andersen_tg,100,16.69076524329975
519,simulate_heston_andersen_tg,100,16.6840179729716
520,simulate_heston_andersen_tg,110,16.684409714307623
521,simulate_heston_andersen_tg,110,16.692460074706997
522,simulate_heston_andersen_tg,110,16.672173589092115
523,simulate_heston_andersen_tg,110,16.688199364787753
524,simulate_heston_andersen_tg,110,16.68088093452124
525,simulate_heston_andersen_tg,110,16.703984806221392
526,simulate_heston_andersen_tg,110,16.711589180059594
527,simulate_heston_andersen_tg,110,16.689763374922517
528,simulate_heston_andersen_tg,110,16.67347038723561
529,simulate_heston_andersen_tg,110,16.706294926760357
530,simulate_heston_andersen_tg,110,16.687756681466297
531,simulate_heston_andersen_tg,110,16.697720222889362
532,simulate_heston_andersen_tg,110,16.689804784301252
533,simulate_heston_andersen_tg,110,16.708903486137796
534,simulate_heston_andersen_tg,110,16.682974514551947
535,simulate_heston_andersen_tg,110,16.69802578863349
536,simulate_heston_andersen_tg,110,16.685549271305366
537,simulate_heston_andersen_tg,110,16.68054329932565
538,simulate_heston_andersen_tg,110,16.692208892408715
539,simulate_heston_andersen_tg,110,16.68040852163979
